objID,ra,dec,z,zErr,photoz,photozErr,u,g,r,i,zmag,err_u,err_g,err_r,err_i,err_z
1237662473154265422,236.56117,35.739919,0.06869741,1.07948E-05,0.094367,0.019562,18.99698,17.72148,17.08169,16.718,16.482,0.04137239,0.007134346,0.005893423,0.006029848,0.01511125
1237662473154265479,236.60979,35.714427,0.1158771,3.192708E-05,0.110806,0.007002,19.75951,17.7466,16.72391,16.29514,15.91081,0.07023823,0.007173039,0.004759978,0.004597685,0.009150689
1237662473154330763,236.59671,35.684754,0.1516771,3.14291E-05,0.13998,0.008833,20.00618,17.97054,16.85631,16.38787,16.01585,0.08190212,0.008010345,0.004996552,0.004742576,0.009476283
1237662473154330930,236.69871,35.664239,0.07735498,2.409425E-05,0.090182,0.02626,19.60564,18.25011,17.60302,17.24656,17.02754,0.06777629,0.01086151,0.008316907,0.008583864,0.02255366
1237662473690939500,236.326,36.213644,0.06753454,2.325664E-05,0.076209,0.010369,19.76818,17.8607,16.97948,16.56202,16.25617,0.0568632,0.006791496,0.004910951,0.004705733,0.01071244
1237662473690939647,236.28331,36.184873,0.05844347,2.415837E-05,0.065513,0.015006,18.20866,16.87177,16.25138,15.9163,15.71328,0.02901521,0.005280048,0.00450434,0.004608886,0.01347245
1237662473690939703,236.38213,36.217623,0.06134604,1.793831E-05,0.061887,0.010076,18.80227,16.93591,16.07286,15.66025,15.34227,0.0320107,0.004457183,0.003428982,0.003324994,0.006797218
1237662473690939706,236.46118,36.30367,0.1585494,4.31697E-05,0.166543,0.00974,20.97008,18.5437,17.37269,16.88754,16.54925,0.1924191,0.01202502,0.00688578,0.006334042,0.01551726
1237662473691005086,236.33983,36.146179,0.07616055,7.837183E-06,0.074716,0.020247,19.32014,18.15948,17.72118,17.43003,17.36083,0.04450622,0.008532987,0.008048243,0.008381568,0.0280224
1237662473691005092,236.44768,36.254269,0.06952496,2.170037E-05,0.061403,0.011617,18.81066,17.07988,16.26805,15.90295,15.60675,0.03385378,0.004728311,0.003653582,0.003594689,0.00810153
1237662473691005104,236.36196,36.155037,0.06888978,1.953971E-05,0.0625,0.012383,19.35167,17.53033,16.69919,16.31105,16.01377,0.04174457,0.005711615,0.004315948,0.00420515,0.009191948
1237662473691005120,236.37001,36.133343,0.06534892,3.115347E-05,0.085884,0.01787,20.08716,18.31786,17.471,17.09365,16.80202,0.07117082,0.008926649,0.006436909,0.006231185,0.01530592
1237662473691005127,236.43274,36.196926,0.07812747,1.937754E-05,0.08136,0.008668,18.2175,16.27185,15.32941,14.90517,14.56316,0.0260557,0.00359853,0.002733082,0.002643823,0.004959086
1237662473691005150,236.42131,36.137426,0.06137229,6.049858E-06,0.063797,0.01052,18.13808,17.15285,16.829,16.5455,16.44131,0.02212905,0.005542708,0.005518124,0.005814103,0.01912447
1237662473691070641,236.64889,36.16354,0.06372982,8.469001E-06,0.061846,0.015638,18.26752,17.24881,16.81224,16.49025,16.29615,0.02145158,0.005340671,0.004692168,0.004820979,0.01258914
1237662473691070730,236.59941,36.108261,0.3178239,3.164642E-05,0.195745,0.020205,20.70705,19.07384,17.8069,17.28765,16.87889,0.1852532,0.02073219,0.009993056,0.009065925,0.02326113
1237662473691136154,236.73739,36.068504,0.1228896,2.424758E-05,0.102915,0.022913,18.87269,17.46309,16.65202,16.20088,15.84618,0.03851634,0.006054431,0.004564902,0.004344197,0.01005539
1237662473691136193,236.72726,35.990148,0.1863666,4.792489E-05,0.193719,0.011605,21.08986,19.04724,17.77165,17.27072,16.90519,0.1825796,0.0155138,0.008100549,0.007412338,0.01809946
1237662473691136233,236.8605,36.080049,0.1651205,3.204281E-05,0.14307,0.018565,20.18196,18.49787,17.47227,17.02505,16.67553,0.08391539,0.01049709,0.006703348,0.00639574,0.01535557
1237662503218839651,236.25418,36.106436,0.06515587,1.879184E-05,0.073603,0.00819,19.42859,17.42578,16.53966,16.10832,15.82342,0.05733432,0.006216348,0.004556844,0.004558233,0.009785328
1237662503218839656,236.2393,36.117985,0.06424987,3.709509E-05,0.131051,0.03041,21.67892,19.42985,18.51436,18.0167,17.71913,0.1582249,0.01282944,0.008827551,0.00834618,0.01840428
1237662503218839829,236.16618,36.115782,0.06990343,2.084571E-05,0.08386,0.008303,19.416,17.53659,16.62778,16.20546,15.89088,0.04082623,0.0054362,0.004103967,0.004117366,0.00783137
1237662503218839834,236.21589,36.166635,0.06859545,1.949974E-05,0.07578,0.011468,19.09057,17.24271,16.34496,15.90724,15.57906,0.0365519,0.004966978,0.003752967,0.003737458,0.007135902
1237662503218839839,236.24133,36.188203,0.06332173,2.464457E-05,0.07681,0.013914,19.82353,18.0012,17.15565,16.759,16.46953,0.06634087,0.007772395,0.005671784,0.005860238,0.01342707
1237662503218839846,236.18645,36.129856,0.06279468,1.710545E-05,0.068351,0.007456,18.62782,16.65588,15.74995,15.32205,14.97807,0.02854254,0.003902886,0.003067165,0.00308076,0.00537161
1237662503218839869,236.26404,36.182252,0.06565404,1.834966E-05,0.081024,0.009693,18.81667,16.91062,15.97756,15.52804,15.17501,0.03447421,0.004519097,0.003375586,0.003351021,0.006197172
1237662503218839883,236.2007,36.100549,0.06949467,2.926608E-05,0.083987,0.011941,20.16984,18.23306,17.3301,16.88686,16.57559,0.07548315,0.00808523,0.005734832,0.005718464,0.01244618
1237662503218839896,236.261,36.156339,0.06039927,1.442267E-05,0.062406,0.010551,18.3734,16.41381,15.52388,15.09743,14.7649,0.02291663,0.003510734,0.002860723,0.002857215,0.004639656
1237662503218839916,236.17264,36.06545,0.06399604,1.707819E-05,0.077039,0.012338,18.59523,16.77487,15.89177,15.47345,15.17317,0.03669484,0.004718511,0.003557809,0.003582361,0.007339083
1237662503218839930,236.19078,36.079215,0.06218404,2.390573E-05,0.075747,0.01512,19.73275,17.94662,17.10767,16.6898,16.40086,0.05999636,0.007345113,0.005415296,0.005498707,0.01227992
1237662503218839937,236.28273,36.146398,0.06987984,1.823088E-05,0.071036,0.010935,18.72795,16.6769,15.73422,15.28257,14.93316,0.02934016,0.003905597,0.003045568,0.003012129,0.005049091
1237662503218839954,236.2196,36.069103,0.07007065,1.926252E-05,0.068753,0.012415,19.45362,17.54589,16.69749,16.2939,16.00794,0.04726763,0.005800729,0.004407531,0.004456423,0.0091617
1237662503218839974,236.24143,36.06883,0.0599989,2.128274E-05,0.066187,0.012053,18.47967,16.59626,15.71089,15.2984,14.95353,0.03123512,0.004130883,0.003164304,0.003225075,0.006109888
1237662503218839993,236.27367,36.115484,0.06575026,2.54789E-05,0.075747,0.013122,19.74451,17.89232,17.02093,16.58244,16.28199,0.06701427,0.007522513,0.005441022,0.005455792,0.01235017
1237662503218905125,236.24543,35.956431,0.2565073,0.0001119905,-9999,-9999,24.45177,20.92101,25.75496,17.64079,18.93941,6.268777,0.186244,3.500589,0.02492118,0.2793972
1237662503218905269,236.21477,36.01987,0.06566165,2.145513E-05,0.09274,0.017557,18.94011,17.30068,16.46883,16.07354,15.78376,0.05265561,0.006724678,0.005003199,0.00517616,0.0123912
1237662503218905276,236.28028,36.090776,0.06910166,1.928865E-05,0.082922,0.010013,19.03089,17.1411,16.20873,15.76389,15.42578,0.03734659,0.004871373,0.003622808,0.003589007,0.006855038
1237662503218905298,236.24023,36.020008,0.06411387,2.766919E-05,0.08112,0.011382,20.04818,18.24608,17.38305,16.98094,16.68335,0.06969297,0.008192094,0.005984673,0.006106644,0.01387821
1237662503218905311,236.34596,36.106418,0.06874521,1.561053E-05,0.074642,0.009237,18.99652,17.05354,16.14873,15.73401,15.43038,0.03350042,0.004504777,0.003479792,0.003469412,0.006464385
1237662503218905336,236.2489,35.988133,0.06586951,2.965712E-05,0.085006,0.014709,19.97101,18.08009,17.18178,16.7638,16.40388,0.08794039,0.008877489,0.006271794,0.006406604,0.01468612
1237662503218905343,236.25633,35.971593,0.0730399,1.408902E-05,0.074486,0.013374,18.82915,16.95393,16.09077,15.69801,15.39875,0.02973695,0.004280441,0.003368891,0.003402507,0.006393894
1237662503218905357,236.31521,36.017164,0.06683443,2.232951E-05,0.083536,0.0108,19.9837,17.99814,17.09447,16.67887,16.35013,0.0659859,0.007075679,0.005114368,0.005138326,0.01092076
1237662503218905378,236.38393,36.077117,0.06209526,7.493678E-06,0.063116,0.016838,18.93356,17.91376,17.54475,17.27603,17.14374,0.0314174,0.00682365,0.00669805,0.007679953,0.02205463
1237662503218905389,236.30726,35.975124,0.07292885,2.474145E-05,0.096523,0.020503,19.93979,18.25181,17.38102,16.97511,16.65174,0.05626392,0.00768825,0.005647654,0.005705815,0.01223428
1237662473154003635,235.9084,36.08778,0.6375391,0.0002020516,0.627738,0.063967,23.64777,22.43921,21.20597,20.08332,19.50503,0.9619645,0.1617936,0.07990318,0.04189863,0.08815962
1237662473154069107,236.0543,36.013689,0.6288996,0.000157161,0.645992,0.041798,26.33164,22.64302,21.1087,19.8024,19.33661,0.556481,0.1982538,0.0727243,0.03378358,0.07738964
1237662473154134819,236.2815,35.901161,0.6656393,0.0002183647,0.621387,0.056426,22.81305,21.96337,20.73306,19.62489,19.24455,0.7402667,0.1634534,0.0758694,0.04100078,0.1009043
1237662473154134853,236.29131,35.892978,0.6485165,0.0002158071,0.629558,0.033452,22.75103,21.96371,20.19133,18.93119,18.34703,0.6656578,0.1531866,0.0443163,0.02175415,0.04352309
1237662473154331353,236.68618,35.672313,0.5484718,9.695492E-05,0.541003,0.026636,26.20572,21.54522,19.98182,18.93971,18.54892,0.722207,0.08952086,0.03237013,0.01974483,0.04683199
1237662473154396466,236.75125,35.593807,0.3603328,5.733823E-05,0.35455,0.01826,22.79458,20.79353,18.98475,18.37523,17.97542,0.6137447,0.04652547,0.0148746,0.01267276,0.0281732
1237662473690677588,235.74729,36.616,0.3711935,8.349951E-05,0.373438,0.028841,22.02192,21.10709,19.26071,18.62618,18.22242,0.3094905,0.06265102,0.01948442,0.01559194,0.03834139
1237662473690677588,235.74729,36.616,0.3710869,7.90204E-05,0.373438,0.028841,22.02192,21.10709,19.26071,18.62618,18.22242,0.3094905,0.06265102,0.01948442,0.01559194,0.03834139
1237662473690742982,235.81651,36.460305,0.07692385,1.552373E-05,0.060627,0.017041,18.26611,16.51191,15.65705,15.21343,14.87694,0.02386924,0.003696649,0.002935567,0.002812597,0.005333528
1237662473690743264,235.80663,36.58988,0.6268269,0.0001281843,0.58292,0.045559,22.46642,22.65458,21.02105,19.9157,19.59974,0.302903,0.1564249,0.05556265,0.02969681,0.07799022
1237662473690743380,235.86815,36.585321,0.5910094,0.0001249923,0.563761,0.028257,23.35698,22.36489,20.58868,19.5246,19.00134,0.7519533,0.1500217,0.0463737,0.02589761,0.05854458
1237662473690743429,235.84211,36.522839,0.5217415,0.0001465571,0.544917,0.039296,23.80681,21.89585,20.42831,19.44533,19.11275,1.381465,0.1326863,0.05349601,0.03149566,0.08616818
1237662473690743499,235.953,36.593407,0.5928284,0.0001597903,0.559492,0.047934,23.04163,21.96725,20.61975,19.64486,19.18926,0.673096,0.1217402,0.05318029,0.03136908,0.07907484
1237662473690743592,235.99647,36.586255,0.5924276,0.0002552087,0.539365,0.03057,22.68557,22.20291,20.40144,19.39694,18.88754,0.6488779,0.1942117,0.05733908,0.0328743,0.07925843
1237662473690808771,235.99757,36.522394,0.4647952,0.0001962121,0.446592,0.051565,24.73001,21.55763,20.07271,19.29154,18.88183,1.499804,0.08650301,0.03450113,0.02387603,0.06335623
1237662473690874068,236.21503,36.480127,6.655991E-05,3.105477E-05,0.416787,0.160882,22.69155,20.43118,19.90817,18.73199,18.12168,0.7657337,0.05202747,0.04754278,0.02285127,0.04951504
1237662473690874674,236.1839,36.330131,0.4522142,0.0001991555,0.489129,0.033852,21.73716,21.75677,19.92445,19.08673,18.48689,0.344684,0.1575473,0.04659684,0.03075523,0.07063876
1237662473690874847,236.19971,36.282227,0.7057862,0.0001082372,0.55221,0.057809,23.18775,21.56177,20.30844,19.43507,19.1791,0.5824242,0.06560744,0.03340981,0.02176804,0.06258012
1237662473690874916,236.16084,36.439591,0.6301518,0.0001938016,0.686933,0.0542,23.24101,22.86509,21.15396,19.90381,19.18416,0.7797813,0.2565671,0.0870242,0.03841242,0.07889087
1237662473690874916,236.16084,36.439591,0.63024,0.0003344037,0.686933,0.0542,23.24101,22.86509,21.15396,19.90381,19.18416,0.7797813,0.2565671,0.0870242,0.03841242,0.07889087
1237662473690874980,236.1584,36.329442,0.7121806,0.0002703164,0.634172,0.033388,24.22947,22.44851,20.13004,18.84711,18.29303,3.755142,0.4838993,0.09120484,0.04004563,0.09853281
1237662473690939684,236.41212,36.27842,0.5475895,0.0001519381,0.491356,0.025583,24.26405,21.91253,20.25404,19.36366,18.92046,1.268577,0.1050569,0.03519658,0.02303601,0.05769446
1237662473690939760,236.41347,36.29289,0.2648836,3.991713E-05,0.285046,0.021515,22.3401,19.86578,18.30317,17.73831,17.3659,0.4137174,0.02368796,0.009839958,0.008542416,0.02064507
1237662473690939856,236.38335,36.318854,0.4999103,7.224796E-05,0.536698,0.048562,23.69574,22.61555,21.0523,20.08418,19.72847,0.8555457,0.1633942,0.05870123,0.03529546,0.09941772
1237662473690939856,236.38335,36.318854,0.4997371,0.0001454063,0.536698,0.048562,23.69574,22.61555,21.0523,20.08418,19.72847,0.8555457,0.1633942,0.05870123,0.03529546,0.09941772
1237662473690939978,236.20932,36.243405,0,0,0.472525,0.020416,25.56429,21.29117,19.5207,18.68055,18.15606,1.256991,0.07805163,0.0248765,0.01716383,0.04033053
1237662473690940022,236.30473,36.326899,0.4548015,5.80819E-05,0.452504,0.039161,21.40713,20.50558,18.97264,18.21049,17.63588,0.2945276,0.06070253,0.0233092,0.01697973,0.03937518
1237662473690940022,236.30473,36.326899,0.4548158,6.950436E-05,0.452504,0.039161,21.40713,20.50558,18.97264,18.21049,17.63588,0.2945276,0.06070253,0.0233092,0.01697973,0.03937518
1237662473690940165,236.33093,36.29619,0.6025342,0.0003904981,0.557035,0.02704,24.41326,22.49593,20.71071,19.68447,19.08947,1.379024,0.1809519,0.05435571,0.03099317,0.07156304
1237662473690940165,236.33093,36.29619,0.6023948,0.0001973977,0.557035,0.02704,24.41326,22.49593,20.71071,19.68447,19.08947,1.379024,0.1809519,0.05435571,0.03099317,0.07156304
1237662473690940171,236.27802,36.232757,0.7089778,0.0001464432,0.755801,0.042706,23.29333,23.26206,21.06827,19.6685,19.00643,0.8031548,0.3679767,0.07665232,0.03200305,0.06902561
1237662473690940171,236.27802,36.232757,0.7089439,0.0002257995,0.755801,0.042706,23.29333,23.26206,21.06827,19.6685,19.00643,0.8031548,0.3679767,0.07665232,0.03200305,0.06902561
1237662473690940300,236.42551,36.336642,0.5721517,0.0002033313,0.556405,0.032368,25.78075,22.09867,20.43536,19.38456,18.75275,1.102852,0.1623461,0.05366727,0.03027541,0.06761587
1237662473690940319,236.37562,36.267168,0.4880612,0.0001425901,0.497971,0.029421,25.84733,21.77146,20.10586,19.21814,18.67618,0.9449685,0.1100046,0.03660988,0.02391374,0.05674067
1237662473690940640,236.43976,36.321854,0.5748649,0.0001640488,0.651153,0.028429,25.50858,22.61466,20.53027,19.23398,18.67345,1.204881,0.2327835,0.05308576,0.02468826,0.0573593
1237662473691004997,236.511,36.230271,0.4889358,9.993666E-05,0.494718,0.022069,23.04492,21.73843,20.02633,19.13641,18.63211,0.6268209,0.0929845,0.0302038,0.01963071,0.04579585
1237662473691005249,236.461,36.078052,0.3343065,5.398036E-05,0.336807,0.02155,22.37127,20.53617,18.83972,18.24245,17.8535,0.4164462,0.03978991,0.01415836,0.01166665,0.0289722
1237662473691005273,236.46382,36.18108,0.6466936,0.0001386893,0.490201,0.065885,23.13017,21.52435,20.11692,19.31002,19.00154,0.5840064,0.06974307,0.02931279,0.02013604,0.05591715
1237662473691005273,236.46382,36.18108,0.6466264,0.0001984399,0.490201,0.065885,23.13017,21.52435,20.11692,19.31002,19.00154,0.5840064,0.06974307,0.02931279,0.02013604,0.05591715
1237662473691005392,236.43652,36.263806,0.4868269,0.0001406256,0.483726,0.024182,26.63906,21.67999,19.88564,19.00737,18.49609,0.52225,0.1101398,0.03273483,0.02141871,0.05110165
1237662473691005392,236.43652,36.263806,0.4869239,0.0001280936,0.483726,0.024182,26.63906,21.67999,19.88564,19.00737,18.49609,0.52225,0.1101398,0.03273483,0.02141871,0.05110165
1237662473691005445,236.40433,36.202257,0.6143585,0.0001157972,0.605343,0.035787,22.54749,21.9981,20.00711,18.87694,18.21494,0.6083512,0.1731252,0.04252521,0.02240612,0.04740195
1237662473691005445,236.40433,36.202257,0.6145902,0.0001632091,0.605343,0.035787,22.54749,21.9981,20.00711,18.87694,18.21494,0.6083512,0.1731252,0.04252521,0.02240612,0.04740195
1237662473691005455,236.49501,36.296746,0.4755173,0.0001526388,0.483466,0.031801,24.32562,22.43701,20.70632,19.85405,19.30766,1.291132,0.1696281,0.05164143,0.03376642,0.0799781
1237662473691005706,236.57861,36.202574,0.6425741,0.0001196516,0.586451,0.047072,24.50626,22.07925,20.76707,19.66995,19.16884,1.152917,0.1057481,0.04694859,0.02527827,0.05992254
1237662473691070881,236.48567,36.077297,0.333205,0.0001160394,0.351022,0.022432,23.23435,20.97794,19.1251,18.52757,18.14727,1.196387,0.07660133,0.02225179,0.01835417,0.04922888
1237662473691071237,236.74435,36.149722,0.6450074,0.0002124099,0.651987,0.028153,26.49451,24.24714,21.27916,20.0407,19.50903,0.4833333,0.7639423,0.08846075,0.04223731,0.1036818
1237662473691071377,236.6572,36.208622,0.7489709,0.0001808888,0.886877,0.052942,23.08114,23.76264,21.85771,20.35628,19.58299,0.5460047,0.4411568,0.1193472,0.04419199,0.08762934
1237662473691136090,236.85522,36.073077,0.4532168,0.0001064967,0.350583,0.15199,23.86803,21.02703,20.06669,19.33977,18.96259,1.72821,0.08189034,0.04830065,0.03536009,0.09733162
1237662473691136211,236.83977,36.102243,0.4570682,0.0001126547,0.498575,0.022872,24.48199,21.19479,19.63602,18.72192,18.25103,2.03781,0.08042382,0.02972814,0.0194932,0.04854186
1237662473691136211,236.83977,36.102243,0.4570986,9.583445E-05,0.498575,0.022872,24.48199,21.19479,19.63602,18.72192,18.25103,2.03781,0.08042382,0.02972814,0.0194932,0.04854186
1237662473691136313,236.80857,36.059872,0.3166954,6.429562E-05,0.369251,0.023364,23.58652,20.93327,19.1775,18.53398,18.08049,0.9573494,0.04731363,0.01597243,0.01313959,0.03141361
1237661465449267238,235.67659,35.636593,0.2013752,5.332152E-05,0.210525,0.01664,22.2382,19.98076,18.67133,18.18942,17.84958,0.3349407,0.0230696,0.01190627,0.01192816,0.02596686
1237661465449267433,235.649,35.640409,0.1984531,4.115927E-05,0.200594,0.010443,21.4139,19.12927,17.81867,17.30839,16.96415,0.1995849,0.0147218,0.007847421,0.007727088,0.01610262
1237661465449267484,235.70094,35.605603,0.1956269,5.855824E-05,0.18249,0.009486,20.74413,18.48787,17.22354,16.73206,16.36857,0.2057634,0.01428612,0.007650706,0.007688521,0.01668619
1237661465449267485,235.70382,35.608454,0.1979485,3.987461E-05,0.195561,0.014716,21.58716,19.38578,18.09699,17.61585,17.27048,0.2433047,0.01805569,0.009539898,0.009563765,0.02055442
1237661465449267541,235.7401,35.589899,0.1957338,3.922312E-05,0.190262,0.008935,21.30583,19.05774,17.77767,17.28276,16.918,0.2277688,0.01639462,0.008728775,0.008695057,0.01857597
1237661465449267603,235.71753,35.651114,0.1966155,6.238038E-05,0.239531,0.044088,22.12393,20.68608,19.46278,18.97331,18.62848,0.2181138,0.03072774,0.01687828,0.01657462,0.03623809
1237661465449268102,235.65622,35.600143,0.7794426,0.0002005677,0.604068,0.059726,24.64151,22.96599,21.68109,20.63029,19.90399,0.9803114,0.1910436,0.09540021,0.05879222,0.1011487
1237661465449268622,235.63314,35.61078,0,0,0.745872,0.059772,23.57927,23.75962,21.89103,20.61984,19.63058,1.010861,0.5545301,0.1723627,0.0873027,0.1200572
1237661465449333201,235.78387,35.609974,0.4271725,0.0001117998,0.433409,0.026709,23.32897,20.73442,19.02485,18.25196,17.80992,1.030323,0.05081344,0.01817689,0.0147655,0.031107
1237661465986073616,235.89978,36.042615,0.5362765,0.0001406267,0.588292,0.037347,25.38717,23.30583,21.54881,20.49435,19.83897,0.8369285,0.2319347,0.07835857,0.04785167,0.09349503
1237661465986138491,235.90937,36.018817,0.3123679,6.922722E-05,0.313882,0.029858,23.37021,20.82283,19.24791,18.61683,18.35607,0.8494943,0.03907769,0.01653751,0.0145857,0.03700157
1237661465986139009,235.90602,35.859973,0.7379344,0.0002129539,0.79995,0.038895,23.62245,24.12444,21.41297,20.11491,19.43558,1.29388,0.7542986,0.1190063,0.05730578,0.1134034
1237661465986204772,235.99653,35.808416,0.6106216,0.0002060441,0.6214,0.040772,25.89666,23.22655,21.69124,20.49472,19.84564,0.5953794,0.218693,0.08781561,0.04688824,0.09314582
1237661465986270759,236.17789,35.799302,0.6413734,0.0001223405,0.726681,0.072505,24.44662,23.28213,22.05695,20.64486,19.86134,1.790983,0.3858399,0.2037268,0.09327994,0.1683539
1237661465986335507,236.26297,35.6247,0.5742329,0.0002375617,0.569608,0.037861,24.18081,23.3887,21.54954,20.51392,19.81988,1.392773,0.3597355,0.1094191,0.0678957,0.134449
1237661465986336278,236.49253,35.73713,0.5404823,0.0002279702,0.580175,0.042721,24.60283,22.94334,21.4534,20.38037,19.71833,1.375216,0.2113443,0.09035059,0.05439718,0.1087779
1237661465986336309,236.44878,35.648148,0.6972414,0.0002365478,0.774,0.049914,23.91438,23.39747,21.65379,20.27278,19.59922,1.474776,0.4259825,0.1423005,0.06569806,0.1305438
1237662337863451880,235.65258,35.937623,1.306799,0.0002669429,-9999,-9999,26.49377,24.64623,22.26263,20.88307,19.88609,0.6961457,1.138963,0.2968009,0.1425946,0.2234145
1237662337863516296,235.68945,35.81885,0.07753019,1.042467E-05,0.092253,0.019962,19.13937,17.89453,17.3155,16.9274,16.73469,0.03477218,0.006197316,0.005523512,0.006017093,0.01558783
1237662337863516355,235.75324,35.804855,0.1153564,1.113153E-05,0.132024,0.025968,19.46004,17.95091,17.09636,16.59714,16.36091,0.05263337,0.007369303,0.005563899,0.005642112,0.01364643
1237662337863581872,235.80288,35.648171,0.4320888,0.0001134775,0.458575,0.021699,23.56792,21.2279,19.44418,18.59441,18.27704,1.430163,0.07886919,0.02614927,0.02047918,0.05585808
1237662337863581925,235.74054,35.712043,0.3038737,6.692681E-05,0.302194,0.014784,21.7847,19.99558,18.35561,17.77382,17.408,0.3052112,0.0267486,0.01101606,0.0106097,0.02582558
1237662337863581981,235.86398,35.713728,0.3258491,8.447682E-05,0.370056,0.023271,22.43188,20.69754,18.80432,18.15259,17.75303,0.5281287,0.04600474,0.01472087,0.01365027,0.03292271
1237662337863582025,235.85176,35.664485,0.4290617,0.0001032015,0.398435,0.023558,23.37945,20.60338,18.78553,18.0786,17.65811,1.289364,0.04735958,0.01589266,0.01410238,0.03391403
1237662337863647509,235.95322,35.634052,0.04851187,1.117226E-05,0.044203,0.01125,18.61084,17.50902,17.10076,16.83978,16.66014,0.04280058,0.007448974,0.007666554,0.009979218,0.02977353
